name,Latitude,Longitude
toyota and volvo,46.3162265002907,6.1095552
institut ephelide,43.61442670054109,1.0825179999999999
compiègne mobile,49.4183645995895,2.8230268
parashop,50.61734149932054,3.1302747
chelles exotique,48.87235739972398,2.5789186
les bleuets,44.10257447795853,1.0865022975677046
intermarché super,48.43183369932952,1.4936193675804357
maxilivres,43.83740100053732,4.3574858
carpy coiffeur,47.58737550003392,1.3331862999999997
garage boileau lagache,48.843002999731276,2.2631675999999996
ferme du paradis,50.53570259933686,3.0156534
bar tabac presse,45.708860628116064,4.886939833078386
épicerie,43.94753510053435,4.8126019
margaret,47.39523300007697,0.6862465999999999
boucherie halal nimoise,43.84282850053719,4.3687955999999994
artval,46.830452300195425,-2.1317871
noz,49.24624039963157,2.4401398
beauté pastel,44.76197890048921,-0.5588517999999999
look canin,48.520703499811084,-2.230636
gary,48.87733259972274,2.1815257999999997
ikks men,44.66103270049703,-1.1692468
l'atelier,48.28791389986819,4.0769601
station dyneff,42.54973243913939,3.040520086806059
emmaüs boutique solidaire,48.891493699719234,2.3485533
boucherie bilal,48.915542499713276,2.3589530999999995
marionnaud,47.90318609996068,1.9032841999999999
rosa clara,48.87088265675529,2.317054909063616
urban studio,47.85606119997176,-1.6886262
lidl,48.532320229937845,7.499965995973017
l'ancienne crèmerie,47.90024199996136,1.9098985
la bascule,45.9215609003545,4.8821362
boulangerie de la commanderie,48.685943699770206,6.168791099999999
toyota occasions plus,45.16963848814468,5.689803286294699
presse l'océane,47.5985236766293,-3.1139419080069786
leader price,44.17554121293619,0.6333126957634883
kiabi,45.18603199854254,0.7631813678467617
avia,47.25835940010685,-1.5798058999999998
boutique grandes lignes,46.126627414160616,3.43062671707337
intersport,44.37399990051583,6.6812517
audition conseil,43.572161100541486,7.0006623999999995
proxi supermarkt,43.948566500534305,6.8103473
trocadéro maroquinerie,50.289914642812036,2.7743941600606217
kes coiffure,45.753872200378936,4.8420062
merlin,47.80966179998265,-2.3827095
dufay boissons,47.35100680520261,6.368930332733613
papeterie pouteau,47.218711800115365,-1.5508085
paul,43.556258100541605,5.4191558
la farandole,46.14722713414909,1.512721080990034
d prodéco,47.67316680001431,6.5150723
so chic,48.63358619978319,-2.0552578
château saint-louis la perdrix,43.77706100053863,4.5005030999999995
saint-maclou,48.534166735207506,7.694030220442401
e. leclerc drive,48.71137510078638,3.733073534054972
"le commerce, bar, pmu",48.37223599984759,6.292216400000001
bricorama,48.7693330990948,2.36873940523545
systeme-d',44.05718930053065,5.051386999999999
foot locker,47.74833809999694,7.338227299999999
station service e. leclerc,47.62887035019777,7.260266049999981
roberto cavalli,48.852514299728924,2.7842821999999994
cerises2b - vente de fruit,43.996658900532786,5.145532
darty,48.88335319972125,2.3453129
le doge,48.87446429972344,2.3182764
tentation,48.8417182997316,2.3079072
saroche,43.10877520053891,6.039596099999999
la fine gueule,48.823460999736106,2.3537855
auditionsanté,46.81839750019781,0.5424089999999999
relay,46.98737713026759,3.1506596060548775
monoprix,49.4960404995707,0.11152379999999999
biocoop callune,48.05788619429037,-2.9502253124637448
pixou - phone emergency,50.631252699317784,3.0593649
élevage du maine-lezé,45.594735500400624,-0.0575077
l'atelier du train,47.892675799963165,1.9179352000000003
denimal,46.985874600164166,4.824459999999999
yves thuriès,48.82628489973541,2.3267329
promo cash,48.747729899754894,1.3515748999999997
gedimat,45.729001200382434,3.2240592
market +,43.69402180054008,5.504162
garage de menucourt,49.02456596597346,1.9857451384274245
croq'sous,48.11112909991107,-1.6826824
cavavin,48.85457199972838,2.3859476999999996
citron basilic,47.873373899967696,-3.9183143999999994
orange,47.239173900110984,6.0217908
mobilier de france,43.449974800542,-1.5698459
300 pixels,46.49641370025882,-1.7866094999999997
moda giovane,45.764329300377455,4.8427401
carrefour market,49.47605440239491,1.1078868559834023
boucherie montaigne,49.40918945220731,2.1119684663241074
le garden,43.27594710054126,3.4855174999999994
le corona,46.82050820019738,0.5444402
patchoulie,45.75464090037883,4.8270302
comptoir landais de peinture,43.8999201005357,-0.48526499999999995
poltronesofà,48.882192899721545,2.4690070999999993
au cœur du marché,48.87688759199256,2.35489018398266
franprix,48.84877999972982,2.3131688
la p'tite boulangerie notre-dame,44.85142830048174,-0.5714215
point s,44.15255100052685,4.647923999999999
gitem,45.40499430042454,2.0458944
mijo,43.527308500541764,3.9278703999999998
le chant du pain,48.815848799738,2.3678112
carrefour contact,48.72255219976113,2.4992218
le figaro de saone,47.22583530011384,6.1197805
donna più,47.90043219996132,1.9030887
la cigogne en vrac,48.49584379981721,7.4673704999999995
la glanerie,43.646872500540724,1.4222968
atol,48.98785479969535,2.2453611
maison louot,47.32320390009278,5.032924199999999
la délicieuse luzacaise,45.79993170037239,-1.0484740999999997
marine diesel,47.2580208001069,3.647984099999999
nul pain ailleurs,43.72187160053965,5.542776
my bridal house,43.29634300054141,-0.37115419999999993
barber ink,48.8465075997304,2.3808234
badot - volailles,46.673392100225904,5.5556472
obs le confort,45.18655390044936,5.7303737
marché bio voltaire,48.858347199727454,2.3796832999999995
pause coiffure,43.29949030054146,-0.3682969
épicerie mazagan,46.811018800199264,1.6804319
pfg,49.027066099685634,2.2236641
garage bauer,49.29212687715674,6.539059477245813
la maison normande,49.459652799579494,1.0548873
librairie saint-etienne,43.60043290054122,1.4512993999999997
art contemporain,48.582499999795814,7.7388428000000005
zeeman,49.923470199469776,4.0865347
be clean,42.69370140052649,2.9311490999999994
carrefour,48.430108268732866,2.1597434464514804
ziklop stor,45.77297405882955,4.866281108790363
pacaud,45.82812280036833,1.2598543
vente de miel,45.25387450044202,2.5396815999999998
frou-frou,43.604101300541195,2.2410644
m. coiffure,45.32272150043422,6.5381572
bijou brigitte,46.19263190031162,6.235497299999999
vis ta vue,43.65337430054066,4.0006921
optic 2000,48.939863499707236,2.1594467999999996
gifi,45.14826630045342,5.694473699999999
au coup de peigne,43.7241015005396,7.108117799999999
saint-maclou,50.63265392704335,2.9643942982282723
naturalia,48.57885589979672,7.751917300000001
campanule,49.762675674445866,4.719548601456927
la tabatière,46.65063560023022,0.37439259999999996
super u,45.490729738485214,0.27481745573581146
netto,46.632894516667605,1.0612942184941818
les al'pains,44.02656487223287,5.9378359007814066
endurance shop,47.25652470010725,-1.6353061999999998
lidl,47.125913600135085,-2.1185615
othello,43.27005700054119,6.6422661
alain afflelou,44.84076570048266,-0.5782155
au doux péché,47.45337240006408,-0.5264962
boulangerie croc miam,50.24741669939736,2.8718050999999996
poulaillon,47.74386889585422,7.4159077275655045
gifi - ameublement et décoration,44.875052800479686,1.2224267
aqueduc vision,48.76199649975135,2.3269456999999996
marie blachère,48.850298499729455,2.6214095999999993
babou,49.18051719964772,6.8909312
leader price,43.602584900541224,7.062202799999999
onespecs town,49.18340709964703,-2.1094317
tabac – presse – loto,46.906377600180285,6.3473618
la p’tite boulangerie de bacalan,44.862947300480755,-0.551344
asvs alarme auto-surveillance,48.846950299730274,2.3699445999999997
boulangerie-pâtisserie streiff,49.09924279966779,6.1746258
mephisto,48.852101999728994,2.3285909
mma,47.1283974842338,0.9963764803417162
grdf,48.83086089973427,2.1185916999999996
couleurs d'orient,43.6041399005412,1.4370097
bricomarché,43.66750495088295,7.193444671038129
tchip coiffure,45.938047200352,-0.9638189000000001
station service inter marche,44.871266700480014,-0.46901469999999995
maison de la presse,45.54975200040651,3.7393549
proxi,49.483854599573654,2.9937746999999995
boulangerie dia,43.40555500054197,4.9841091
chateau maucoil,44.090260100529385,4.8074052
cuisines arthur bonnet,43.65953120054057,7.1932613
franprix,48.94595349970571,2.3673787999999996
cindy fashion,48.87216179972403,2.371473
darty,49.40706259959227,2.7800542999999998
carglass,43.698636700540014,4.641886099999999
new song heng,48.8263255997354,2.3052352999999997
l'amylois,45.21164300044667,5.7860747
retoucherie ivana,48.797197399742615,2.4570569
fleurs de peaux,49.447339099582486,1.0988363
optique services,48.6350865997828,-2.013965
photomaton,43.551527703305815,1.506783164073678
nosso,45.16337530045183,5.7511342
laurine,46.581001800243286,0.3408359999999999
ylinne,48.86544019972571,2.3506176
laverie saint-roch,43.88852500053602,-0.4995396
jacques tordjman,48.690361399769095,6.1796108
vesti-boutique (croix rouge),47.84103909997531,-0.33309949999999994
abc dépôt vente,47.80809366671756,3.5799554083943033
total access,43.331551300541676,3.2474107999999995
optical discount,43.673660100540374,4.638627399999999
oxyde,48.86362549972614,2.3485289
garage magnin,46.23566329042473,6.651801700515224
norma,49.10925580025443,6.738850157132242
rituals,43.59474510054128,4.992183999999999
ford - garage de paris,50.69601299930516,1.6094454
b'n bicyclette,49.22284929963731,2.9058885
charline coiffure,45.795896700372985,1.1368277999999998
un monde à part,47.05469600014996,6.6046013
veetha,48.87282109972386,2.3503316
air styliste coiffure,46.78260380020484,4.845273599999999
harley-davidson,43.63511820054087,1.4736368999999998
boulangerie patisserie thibaud,46.785799500204206,-2.07016
cora,47.52815800004733,6.808542699999999
e. leclerc - saumur le centre,47.262433525910964,-0.09140902310785048
orcanta,51.03469269777689,2.375611810799381
proxi,46.92320990017691,-0.7519584
bretagne camping cars lannion idylcar lannion,48.69923609976691,-3.5327927999999997
poissonnerie schaller,49.11408959966412,7.0966174
julien d'orcel,44.0048960005325,1.3549593
le comptoir de mathilde,47.215062800116144,5.9462227
citroën psa retail argenteuil,48.95488239970353,2.2547299999999995
